Company name,Notes,Status,Last modified,Where to apply,Industry,Location,Founded Date,Founders,Funding Status,Last Funding Type,Number of Employees,Revenue Range,Hug Tags,Ipo Status,Company Type,Number of Acquisitions,Total Funding,Headquarters Location,Headquarters Regions
Victoria University of Wellington,"Across the university
",Hiring  freeze,2020-04-06T16:37:05.000Z,,,,,,,,,,,,,,,,
Victory Capital,"
",Hiring,2020-04-06T17:56:52.000Z,,,,,,,,,,,,,,,,
Vida Health,"Hiring across all roles in US
",Hiring,2020-03-28T18:48:29.000Z,https://careers.jobscore.com/careers/vida,,,,,,,,,,,,,,,
Vidado.ai,"Engineering and professional services roles
",Hiring,2020-04-10T13:43:54.000Z,,,,,,,,,,,,,,,,
VideoAmp,"Laid off 15% of staff and pulled all open reqs
",Layoffs,2020-04-01T19:25:51.000Z,,,,,,,,,,,,,,,,
viewnext,"
",Hiring,2020-04-01T19:25:35.000Z,,,,,,,,,,,,,,,,
Viewpoint Software,"Heard from existing employee, and all job postings removed from online recruiting page. Another reported 10% salary reduction across the board I heard from someone who works there. Also, no pay increases this year 
",Hiring  freeze,2020-04-09T15:44:53.000Z,,,,,,,,,,,,,,,,
ViewRay,"
",Hiring  freeze,2020-04-02T13:18:17.000Z,,,,,,,,,,,,,,,,
viewsonic,"
",Hiring,2020-04-01T19:25:01.000Z,,,,,,,,,,,,,,,,
villagemd,"
",Hiring,2020-04-01T19:24:31.000Z,,,,,,,,,,,,,,,,
Vilua,"Kurzarbeit options
",Layoffs,2020-04-01T19:24:12.000Z,,,,,,,,,,,,,,,,
Vim,"Instituted furloughs across all teams  
",Layoffs,2020-04-01T19:23:28.000Z,,,,,,,,,,,,,,,,
Vimeo,"5 reports of a freeze. 2 reports of hiring with one offer given and accepted within the past week. 
","Hiring  freeze,Hiring",2020-03-31T23:25:11.000Z,https://vimeo.com/jobs,,,,,,,,,,,,,,,
Vindicia,"
",Hiring  freeze,2020-04-01T19:22:49.000Z,,,,,,,,,,,,,,,,
Vineyard Vines,"
",Hiring,2020-04-05T15:15:25.000Z,,,,,,,,,,,,,,,,
VIRGIN ATLANTIC,"
",Hiring,2020-04-06T23:53:18.000Z,,,,,,,,,,,,,,,,
Virgin Hyperloop One,,Hiring  freeze,2020-03-28T15:47:24.000Z,https://hyperloop-one.com/careers,,,,,,,,,,,,,,,
Virginia Commonwealth University,"Hiring frozen except for ""critical"" positions.
",Hiring  freeze,2020-04-02T13:17:35.000Z,,,,,,,,,,,,,,,,
Virta Health,"laid off ~30% of company- multiple reports
",Layoffs,2020-04-09T03:55:17.000Z,,,,,,,,,,,,,,,,
Virtu Financial,"Multiple reports
",Hiring,2020-04-02T13:17:14.000Z,,,,,,,,,,,,,,,,
Virtuagym,"
",Layoffs,2020-04-01T19:21:10.000Z,,,,,,,,,,,,,,,,
Virtusa,"Conflicting claims of layoffs and hiring. Details below:
Layoffs:","Layoffs,Hiring",2020-04-07T21:54:55.000Z,,,,,,,,,,,,,,,,
VirtusLab,"
",Hiring,2020-03-31T20:57:25.000Z,https://virtuslab.com/join-us/,,,,,,,,,,,,,,,
Visa,"Multiple reports of hiring freezes and hiring. Read below:
Hiring Freezes:","Hiring  freeze,Hiring",2020-04-02T13:16:40.000Z,https://usa.visa.com/careers.html,,,,,,,,,,,,,,,
Vise AI,"Hiring aggressively. Actively hiring engineers.
",Hiring,2020-04-01T17:59:05.000Z,https://jobs.lever.co/viseai,,,,,,,,,,,,,,,
Vision X Lighting,"All roles
",Hiring  freeze,2020-04-07T17:02:45.000Z,,,,,,,,,,,,,,,,
VisionTree Ventures,"Everyone
",Layoffs,2020-04-01T19:13:59.000Z,,,,,,,,,,,,,,,,
Vistaprint,"Freezes on software engineering (potentially other departments as well). Reports of a freeze internally
",Hiring  freeze,2020-03-28T23:04:42.000Z,https://careers.vistaprint.com/,,,,,,,,,,,,,,,
Visteon,"multiple reports
",Hiring,2020-04-01T19:14:30.000Z,https://www.visteon.com/careers/job-opportunities/,,,,,,,,,,,,,,,
Visual BI Solutions,"Everyone
",Hiring,2020-04-07T17:03:13.000Z,,,,,,,,,,,,,,,,
Vitalant,"
",Hiring  freeze,2020-04-01T19:12:56.000Z,,,,,,,,,,,,,,,,
Vivid Seats,"About 10% of company recently laid off.
","Hiring  freeze,Layoffs",2020-04-01T19:11:55.000Z,,,,,,,,,,,,,,,,
Vivint SmartHome,"
",Hiring  freeze,2020-04-06T16:19:57.000Z,,,,,,,,,,,,,,,,
Vivint Solar ,"Vivint Solar just laid off a good chunk of people, and Vivint Smart Home is on a hiring freeze",Layoffs,2020-04-02T13:15:43.000Z,,,,,,,,,,,,,,,,
Vizient ,"All external hiring frozen.
",Hiring  freeze,2020-04-01T19:10:58.000Z,,,,,,,,,,,,,,,,
Vizio,vizio hiring manager told me freeze. ,Hiring  freeze,2020-04-10T13:46:21.000Z,,,,,,,,,,,,,,,,
Vizury,"Engineering and ops
",Hiring,2020-04-01T17:09:46.000Z,,,,,,,,,,,,,,,,
vlocity,"Web Development
",Hiring,2020-04-09T16:57:13.000Z,,,,,,,,,,,,,,,,
VM Carbon,"
",Hiring,2020-04-01T19:10:25.000Z,,,,,,,,,,,,,,,,
VMWare,Freeze is only for Q1 and unrelated to COVID-19. Hiring continues but starting dates have to be starting Q2 (May 2nd). Some reports of interviews still being conducted. Another report of hiring for Sales. Another report of globally hiring. ,"Hiring  freeze,Hiring",2020-04-10T17:07:04.000Z,https://careers.vmware.com/main/,,,,,,,,,,,,,,,
VMYL&R,"I'm an employee of VMY&R & confirmed this with HR. I think this is affecting the whole organization
",Hiring  freeze,2020-03-28T23:51:20.000Z,,,,,,,,,,,,,,,,
VocaliD,"Devops, Full Stack, Speech Research Engineer
",Hiring,2020-04-07T17:03:40.000Z,,,,,,,,,,,,,,,,
Vodafone Shared Services,"
",Hiring,2020-04-06T18:02:25.000Z,,,,,,,,,,,,,,,,
Voi Technology,"
",Hiring  freeze,2020-03-30T14:47:28.000Z,,,,,,,,,,,,,,,,
Voiceflow,"Backend engineer
",Hiring,2020-04-06T21:14:23.000Z,,,,,,,,,,,,,,,,
Volkswagen,"This may only be affecting certain parts of the organization, however, there is a push to only move on internal hires. ","Hiring  freeze,Hiring",2020-04-01T19:08:04.000Z,http://www.volkswagengroupofamerica.com/careers/careers-at-volkswagen,,,,,,,,,,,,,,,
Volotea,"All
",Hiring  freeze,2020-04-01T19:07:33.000Z,,,,,,,,,,,,,,,,
Volt,"
",Hiring,2020-04-01T19:07:13.000Z,,,,,,,,,,,,,,,,
Volta Charging,"
",Hiring  freeze,2020-04-01T19:06:03.000Z,,,,,,,,,,,,,,,,
VoltDB,"On hold for at least 4wks
",Hiring  freeze,2020-04-01T17:09:14.000Z,,,,,,,,,,,,,,,,
Volunteers of America,"
",Hiring,2020-04-01T19:05:40.000Z,,,,,,,,,,,,,,,,
Voluntis inc ,"
",Hiring,2020-04-01T19:05:20.000Z,,,,,,,,,,,,,,,,
Volvo Group,"Multiple reports of a hiring freeze and offers rescinded. See below:
Report of rescinded offer from candidate. ","Hiring  freeze,Offers rescinded,Hiring",2020-04-05T14:33:34.000Z,https://www.volvogroup.com/en-en/careers.html,,,,,,,,,,,,,,,
Von Maur,"Conflicting reports of hiring, hiring freeze, and claims of layoffs
","Hiring,Hiring  freeze",2020-04-07T23:48:46.000Z,,,,,,,,,,,,,,,,
Vonage,"
",Hiring,2020-03-29T13:16:49.000Z,https://grnh.se/ff27b4fe2us,,,,,,,,,,,,,,,
vornado air,"
",Hiring,2020-04-01T19:04:03.000Z,,,,,,,,,,,,,,,,
Vorwerk,"
",Hiring  freeze,2020-03-30T15:05:51.000Z,,,,,,,,,,,,,,,,
Vouch Insurance,"Hiring across the business 
",Hiring,2020-04-01T19:03:07.000Z,,,,,,,,,,,,,,,,
Vox,Cancelled internship program + offers,"Offers rescinded,Hiring  freeze",2020-04-01T19:01:36.000Z,https://www.voxmedia.com/pages/careers-jobs,,,,,,,,,,,,,,,
Voya,"
",Hiring  freeze,2020-04-07T17:04:45.000Z,,,,,,,,,,,,,,,,
Voyager Portal,"Hiring for technical and and sales/marketing/BD roles
",Hiring,2020-04-01T19:00:25.000Z,,,,,,,,,,,,,,,,
Vrbo,"Lead Software Engineer - iOS, Senior Software  Engineer - iOS
",Hiring,2020-04-01T18:59:19.000Z,,,,,,,,,,,,,,,,
VSA,"
",Hiring,2020-04-01T18:59:09.000Z,,,,,,,,,,,,,,,,
VSCO,"
",Hiring  freeze,2020-04-07T17:05:06.000Z,,,,,,,,,,,,,,,,
Vulcan,"Some internship role offers were rescinded (Data Analyst) and some offers are still there such as Business Analyst 
",Hiring  freeze,2020-04-01T18:58:48.000Z,,,,,,,,,,,,,,,,
Vungle Inc ,"
",Hiring,2020-04-01T18:58:09.000Z,,,,,,,,,,,,,,,,
Vwr,"
",Hiring,2020-04-06T16:50:08.000Z,,,,,,,,,,,,,,,,
W.W. Grainger,"The final onsite interview was moved to online from onsite, later the online interview was cancelled and they told that the position is on hold.
",Hiring  freeze,2020-03-28T15:47:00.000Z,https://jobs.grainger.com/,,,,,,,,,,,,,,,
W2O,"Interviewing there now
",Hiring,2020-04-04T14:47:21.000Z,,,,,,,,,,,,,,,,
Wabtec,"Right Now Only Contractors effected due to layoffs
","Hiring  freeze,Layoffs,Hiring",2020-04-01T15:48:01.000Z,,,,,,,,,,,,,,,,
Waffle House,"Hiring syrup bottle refillers only
",Hiring,2020-04-07T17:16:00.000Z,,,,,,,,,,,,,,,,
Wake Forest University,"Through June 2020, at least
",Hiring  freeze,2020-04-01T18:54:58.000Z,,,,,,,,,,,,,,,,
Wakie,"
",Hiring,2020-04-10T13:47:37.000Z,,,,,,,,,,,,,,,,
Walden,"
",Hiring,2020-04-07T17:16:17.000Z,,,,,,,,,,,,,,,,
Walgreens,"Retail and call center positions available!
",Hiring,2020-04-01T18:54:47.000Z,,,,,,,,,,,,,,,,
"Walker Methodist, Minnesota","Positions available in health care, senior living, accounting, food services, and more.
",Hiring,2020-04-07T16:13:54.000Z,,,,,,,,,,,,,,,,
walkme,"
",Hiring  freeze,2020-04-10T13:48:06.000Z,,,,,,,,,,,,,,,,
Walmart,"Reports of continued hiring and a hiring freeze. See below:
Hiring Freeze:","Hiring  freeze,Hiring",2020-04-09T18:01:29.000Z,https://careers.walmart.com/,,,,,,,,,,,,,,,
Walmart Labs,Interviews continuing but candidates are told to expect delays. Some roles are experiencing a full hiring freeze. Walmart/WalmartLabs is honoring all internships. TBD if they will be in person or virtual,"Hiring  freeze,Offers rescinded",2020-04-01T18:52:45.000Z,https://careers.walmart.com/technology/technology-software-development/walmart-labs,,,,,,,,,,,,,,,
Walter p moore,"
",Hiring,2020-04-02T13:12:28.000Z,,,,,,,,,,,,,,,,
Wandera,"https://www.wandera.com/careers/
",Hiring,2020-04-09T16:23:32.000Z,https://www.wandera.com/careers/,,,,,,,,,,,,,,,
Wanderu,,Layoffs,2020-03-29T16:29:43.000Z,,,,,,,,,,,,,,,,
Wandr Studio,"Hiring Product Designer for contract positions only 
",Hiring,2020-03-28T21:46:08.000Z,https://angel.co/company/wandr-5/jobs,,,,,,,,,,,,,,,
wantedly.inc,"
",Hiring,2020-04-09T19:28:16.000Z,,,,,,,,,,,,,,,,
Warby parker ,"Postings remain up and interviews happening, but no offers except for a few critical roles 
",Hiring  freeze,2020-04-02T13:12:05.000Z,,,,,,,,,,,,,,,,
Warc,"
",Hiring  freeze,2020-04-01T18:51:45.000Z,,,,,,,,,,,,,,,,
Warehouse Service Inc,"
",Hiring  freeze,2020-04-02T13:11:52.000Z,,,,,,,,,,,,,,,,
Warner Brothers,,Layoffs,2020-03-28T15:46:29.000Z,https://www.warnerbroscareers.com/,,,,,,,,,,,,,,,
Warner Music Group,,Hiring  freeze,2020-03-28T21:48:03.000Z,https://www.wmg.com/careers/index.html,,,,,,,,,,,,,,,
WarnerMedia,,Hiring  freeze,2020-04-08T18:24:38.000Z,,,,,,,,,,,,,,,,
Warpforge ,"People are being made redundant across the board.
",Layoffs,2020-04-01T18:50:44.000Z,,,,,,,,,,,,,,,,
Wartsila,"Whole company has global layoffs, at least temp. 
",Layoffs,2020-04-07T17:16:57.000Z,,,,,,,,,,,,,,,,
washington nationals,"
",Hiring  freeze,2020-04-01T18:50:09.000Z,,,,,,,,,,,,,,,,
Washington Post,"Actively hiring across teams
",Hiring,2020-04-01T18:48:16.000Z,,,,,,,,,,,,,,,,
Washington University in St. Louis,"Pending offers being honored, all else frozen. (4/2)
",Hiring  freeze,2020-04-06T17:24:35.000Z,,,,,,,,,,,,,,,,
WasteConnections,"
",Hiring  freeze,2020-04-01T18:48:06.000Z,,,,,,,,,,,,,,,,
Watermark Insights,"Only hiring for critical roles
",Hiring  freeze,2020-04-01T18:47:17.000Z,,,,,,,,,,,,,,,,
Wavestone,"
",Hiring  freeze,2020-04-06T20:46:27.000Z,,,,,,,,,,,,,,,,
Wawa Inc.,"Hiring full and part time positions, including management roles.",Hiring,2020-04-02T13:11:17.000Z,,,,,,,,,,,,,,,,
Wayfair,"Reports of layoffs, hiring freezes, and hiring. See below:
Layoffs:","Layoffs,Hiring  freeze,Hiring",2020-04-08T15:14:16.000Z,https://www.wayfair.com/careers,,,,,,,,,,,,,,,
Waymo,"Per Waymo - they are still hiring. 1 report on 4/2 of freezing all intern hiring.
","Hiring,Hiring  freeze",2020-04-05T14:58:01.000Z,,,,,,,,,,,,,,,,
wayne state,"
",Hiring,2020-04-02T13:10:28.000Z,,,,,,,,,,,,,,,,
Waystar,"Currently affecting dev's and management. Has not affected customer support roles yet. 
",Hiring  freeze,2020-03-29T10:53:01.000Z,,,,,,,,,,,,,,,,
WayUp,"
",Hiring  freeze,2020-04-01T18:46:44.000Z,,,,,,,,,,,,,,,,
WDG Architecture Dallas,"Recently furloughed or laid off about 30% of the staff.
",Layoffs,2020-04-02T07:17:44.000Z,,,,,,,,,,,,,,,,
WE Charity,"Mass layoffs
",Layoffs,2020-04-01T18:44:05.000Z,,,,,,,,,,,,,,,,
Wealthfront,"Company reached out directly to candor to verify they are hiring. 1 previous report of freeze
",Hiring,2020-03-30T21:34:07.000Z,,,,,,,,,,,,,,,,
Weatherford,"North America drilling services
",Layoffs,2020-04-01T18:43:30.000Z,,,,,,,,,,,,,,,,
Weav Music,"Lead iOS Engineer, Music Machine Learning/MIR Engineer, Senior Backend Engineer,
",Hiring,2020-04-10T13:48:26.000Z,,,,,,,,,,,,,,,,
Web Summit,"
",Hiring,2020-04-01T18:39:49.000Z,,,,,,,,,,,,,,,,
Webengage,"
",Hiring  freeze,2020-04-10T13:53:16.000Z,,,,,,,,,,,,,,,,
Weber Shandwick,"Roles are still being posted on LinkedIn
1 report of hiring freeze--""not hiring for internships""","Hiring,Hiring  freeze",2020-04-06T20:47:53.000Z,,,,,,,,,,,,,,,,
Webflow,"CEO personally confirmed that they are hiring - ""we’re actually actively hiring across Engineering, Finance, and Marketing. Our open roles are here: 
",Hiring,2020-03-29T04:57:37.000Z,https://webflow.com/jobs,,,,,,,,,,,,,,,
Webfx,"
",Hiring,2020-04-10T13:53:32.000Z,,,,,,,,,,,,,,,,
WebMD,"At least for new roles
",Hiring  freeze,2020-03-31T16:32:43.000Z,,,,,,,,,,,,,,,,
WebSupport,"Hiring for IT and Management positions
",Hiring,2020-04-01T18:37:34.000Z,,,,,,,,,,,,,,,,
WEBTOON Entertainment,"Conducting interviews for product design internship
",Hiring,2020-04-01T18:36:51.000Z,,,,,,,,,,,,,,,,
WEconnect Health Management,"
",Hiring,2020-04-05T15:48:47.000Z,https://www.weconnectrecovery.com/careers,,,,,,,,,,,,,,,
WeDriveU,"
",Hiring  freeze,2020-04-06T05:00:02.000Z,,,,,,,,,,,,,,,,
Weedmaps,"1 report of hiring freeze. Additional report of hiring freeze for iOS.
","Hiring,Hiring  freeze",2020-04-06T16:55:54.000Z,https://weedmaps.com/careers,,,,,,,,,,,,,,,
Weekdays ,,Hiring,2020-03-30T04:22:48.000Z,team@joinweekdays.com,,,,,,,,,,,,,,,
Wefox Group,"
","Hiring  freeze,Hiring",2020-04-06T18:03:07.000Z,,,,,,,,,,,,,,,,
wegmans,"
",Hiring,2020-04-06T05:00:50.000Z,,,,,,,,,,,,,,,,
Weight Watchers,"Confirmed via email
",Hiring  freeze,2020-03-28T15:45:56.000Z,https://www.weightwatchers.com/us/corporate-careers,,,,,,,,,,,,,,,
Weir Minerals,"Confirmation on new business roles for support have been postponed.
",Hiring  freeze,2020-04-07T17:17:34.000Z,,,,,,,,,,,,,,,,
WelbeHealth,"
",Hiring,2020-04-05T14:09:00.000Z,,,,,,,,,,,,,,,,
welch's,"recruiter
",Hiring,2020-04-01T18:01:24.000Z,,,,,,,,,,,,,,,,
Welcome Pickups,"Laid off 80% of the staff mid-March
",Layoffs,2020-04-01T18:01:00.000Z,,,,,,,,,,,,,,,,
Wellington Management,"Role specific hiring freezes
",Hiring,2020-04-07T17:17:49.000Z,,,,,,,,,,,,,,,,
Wells,"
",Hiring,2020-04-07T15:56:23.000Z,,,,,,,,,,,,,,,,
Wells Fargo,"Reports of hiring and a hiring freeze. Details below:
Some roles still filled, talks of freeze and looming layoffs- multiple reports. ","Hiring,Hiring  freeze",2020-04-07T15:56:59.000Z,,,,,,,,,,,,,,,,
Wellth ,"Hiring for legal/compliance, engineering, product marketing, customer success: https://wellthapp.freshteam.com/jobs
",Hiring,2020-04-01T17:55:31.000Z,,,,,,,,,,,,,,,,
Welocalize,"
",Hiring  freeze,2020-04-01T17:55:01.000Z,,,,,,,,,,,,,,,,
wemake.services,"100% fully remote 100% of time!
",Hiring,2020-04-01T17:53:43.000Z,,,,,,,,,,,,,,,,
wepay,"
",Hiring,2020-04-06T05:01:15.000Z,,,,,,,,,,,,,,,,
Werkspot,"
",Hiring  freeze,2020-04-01T17:53:02.000Z,,,,,,,,,,,,,,,,
WESCO ,"
",Hiring  freeze,2020-04-10T13:54:10.000Z,,,,,,,,,,,,,,,,
West Monroe Partners,"Reports of hiring and a hiring freeze. See below:
Hiring freeze:","Hiring  freeze,Hiring",2020-04-09T16:00:03.000Z,,,,,,,,,,,,,,,,
Westcliff University,"All jobs listed on Indeed
",Hiring,2020-04-06T05:02:05.000Z,,,,,,,,,,,,,,,,
Western Digital,"multiple reports or hiring and hiring freeze
","Hiring,Hiring  freeze",2020-04-06T17:33:28.000Z,,,,,,,,,,,,,,,,
Western Governors University,,Hiring,2020-03-30T04:22:39.000Z,https://wgu.wd5.myworkdayjobs.com/External,,,,,,,,,,,,,,,
Western Union,"Multiple reports of hiring freeze
",Hiring  freeze,2020-04-02T13:08:43.000Z,,,,,,,,,,,,,,,,
Westfield Outdoors,"
",Hiring  freeze,2020-04-01T17:48:01.000Z,,,,,,,,,,,,,,,,
Westinghouse,"
",Hiring  freeze,2020-04-01T17:47:05.000Z,,,,,,,,,,,,,,,,
Westpac,"
",Hiring  freeze,2020-04-01T17:46:48.000Z,,,,,,,,,,,,,,,,
WestRock Company,"
",Hiring  freeze,2020-04-01T17:46:28.000Z,,,,,,,,,,,,,,,,
WeTransfer,"Applied for a job opening in LA office and received an email mentioning the hiring freeze
",Hiring  freeze,2020-04-10T13:54:45.000Z,,,,,,,,,,,,,,,,
WeWork,"Conflicting reports of hiring, a hiring freeze, and claims of layoffs. No additional notes so far. 
","Hiring  freeze,Layoffs,Hiring",2020-04-08T13:35:55.000Z,https://careers.wework.com/us/en,,,,,,,,,,,,,,,
WEX Inc.,"
",Hiring  freeze,2020-04-01T17:44:51.000Z,,,,,,,,,,,,,,,,
WhalePool,"Currently hiring senior developers
",Hiring,2020-04-05T20:35:57.000Z,,,,,,,,,,,,,,,,
Whataburger ,"
",Hiring,2020-04-09T16:35:03.000Z,,,,,,,,,,,,,,,,
Whatfix,Our company Whatfix (,Hiring,2020-03-29T09:42:15.000Z,https://whatfix101.recruiterbox.com/,,,,,,,,,,,,,,,
Wheels Lab Inc,"
",Hiring,2020-04-01T17:44:10.000Z,,,,,,,,,,,,,,,,
"Wheels Up Partners, LLC","1 report of hiring freeze
1 report of hiring
",Hiring  freeze,2020-04-06T05:02:37.000Z,,,,,,,,,,,,,,,,
whip media group,"we are hiring https://boards.greenhouse.io/tvtime 
",Hiring,2020-04-01T17:42:18.000Z,,,,,,,,,,,,,,,,
Whirlpool,"2 reports of hiring and 1 report of a hiring freeze
","Hiring,Hiring  freeze",2020-04-07T22:04:13.000Z,,,,,,,,,,,,,,,,
Whisper.ai,"Engineering- multiple reports of hiring
",Hiring,2020-04-02T13:08:17.000Z,,,,,,,,,,,,,,,,
White castle,"
",Hiring,2020-04-05T20:36:40.000Z,,,,,,,,,,,,,,,,
WhiteHat Security,,Hiring  freeze,2020-03-29T14:41:32.000Z,,,,,,,,,,,,,,,,
WhiteStuff,"
",Hiring  freeze,2020-04-05T20:37:12.000Z,,,,,,,,,,,,,,,,
Whole Foods,"One account of them hiring. 2020 internship program canceled. Still hiring for stores.
1 account of hiring","Hiring,Hiring  freeze",2020-04-05T20:37:37.000Z,,,,,,,,,,,,,,,,
Whova,"
",Hiring  freeze,2020-04-01T17:40:34.000Z,,,,,,,,,,,,,,,,
Whowhatwhy,"
",Hiring,2020-04-01T17:39:53.000Z,,,,,,,,,,,,,,,,
Wickr,"Hiring Support and QA
",Hiring,2020-04-01T17:39:08.000Z,,,,,,,,,,,,,,,,
Wikimedia Foundation (Wikipedia),"Multiple reports of hiring. Details below:
Hiring:",Hiring,2020-04-07T17:18:58.000Z,https://wikimediafoundation.org/about/jobs/,,,,,,,,,,,,,,,
Wikipedia,"Full hiring plan to remain intact indefinitely, actively hiring
",Hiring,2020-04-05T15:16:22.000Z,,,,,,,,,,,,,,,,
Wiley,"Friend got called off for internship
2 reports of hiring freezes",Hiring  freeze,2020-04-05T20:38:47.000Z,,,,,,,,,,,,,,,,
Wiley - Education Services,"1 report of hiring freeze in Marketing
1 report of internship cancelled
",Hiring  freeze,2020-04-06T05:04:01.000Z,,,,,,,,,,,,,,,,
William Hill,"Hiring Freeze and impact on yearly bonuses
",Hiring  freeze,2020-03-28T15:33:45.000Z,http://www.williamhillplc.com/careers/global/,,,,,,,,,,,,,,,
Williams,"Was interviewing for a position at williams and they said the position is closed due to hiring freeze
",Hiring  freeze,2020-04-01T17:36:44.000Z,,,,,,,,,,,,,,,,
Williams island ,"
",Hiring,2020-04-06T21:16:46.000Z,,,,,,,,,,,,,,,,
Williams-Sonoma,"report 1 : william sonoma is laying off
report 2: Announced hiring freeze 
report 3: Offer rescinded for candidate
","Hiring  freeze,Layoffs,Offers rescinded",2020-03-29T13:46:38.000Z,https://www.williams-sonoma.com/customer-service/careers.html,,,,,,,,,,,,,,,
Willis Towers Watson,"Multiple reports 
","Hiring  freeze,Hiring",2020-04-06T21:19:49.000Z,,,,,,,,,,,,,,,,
WillowTree,"Global hiring freeze, all intern offers rescinded. 
","Hiring  freeze,Offers rescinded",2020-03-28T18:42:04.000Z,https://willowtreeapps.com/careers,,,,,,,,,,,,,,,
WillowWood School,"
",Hiring,2020-04-05T20:39:57.000Z,,,,,,,,,,,,,,,,
Wilson sonsini,"
",Hiring  freeze,2020-04-01T17:32:53.000Z,,,,,,,,,,,,,,,,
Winshuttle,"
",Hiring  freeze,2020-04-01T17:32:21.000Z,,,,,,,,,,,,,,,,
Wintrust Financial Corporation ,"Commercial Banking
",Hiring  freeze,2020-04-05T20:40:10.000Z,,,,,,,,,,,,,,,,
Wipro,"Multiple reports of hiring and some of a hiring freeze noting they've stopped hiring.
","Hiring  freeze,Hiring",2020-04-05T13:20:01.000Z,https://careers.wipro.com/,,,,,,,,,,,,,,,
Wirecard,"Hiring all roles, interviews are conducted remotely via video and telephone calls
",Hiring,2020-03-31T18:12:34.000Z,https://www.wirecard.com/en-us/company/careers,,,,,,,,,,,,,,,
WiredScore,"Hiring Freeze & 20% of staff Layoffs
",Hiring  freeze,2020-04-10T13:57:16.000Z,,,,,,,,,,,,,,,,
Wisconsin Economic Development Corporation,"
",Hiring  freeze,2020-04-10T13:59:58.000Z,,,,,,,,,,,,,,,,
Wish,"Multiple reports of hiring freeze, 1 report they are still hiring for critical roles. Additional report of a hiring freeze noting they're only hiring Senior roles. 
","Hiring  freeze,Hiring",2020-04-09T17:47:58.000Z,https://www.wish.com/careers,,,,,,,,,,,,,,,
with.co,"Biz Ops in NYC
",Hiring,2020-04-07T17:19:34.000Z,,,,,,,,,,,,,,,,
Withings,"
",Hiring  freeze,2020-04-01T17:28:22.000Z,,,,,,,,,,,,,,,,
Withum,"
",Hiring  freeze,2020-04-05T20:42:51.000Z,,,,,,,,,,,,,,,,
Wix. Com,,Hiring,2020-03-30T02:37:51.000Z,,,,,,,,,,,,,,,,
Wizards of the Coast,"Multiple FTE and Contract roles
",Hiring,2020-04-05T20:43:14.000Z,,,,,,,,,,,,,,,,
Wizeline,"
",Hiring  freeze,2020-04-05T20:43:45.000Z,,,,,,,,,,,,,,,,
WJE,"rescinded internships
",Hiring  freeze,2020-04-02T13:04:19.000Z,,,,,,,,,,,,,,,,
Wolfram Research Inc,"Unaffected, business doing well- multiple reports
",Hiring,2020-04-02T13:03:49.000Z,,,,,,,,,,,,,,,,
Wolters Kluwer,"Stopping all hiring process including interviews
",Hiring  freeze,2020-03-29T03:42:33.000Z,,,,,,,,,,,,,,,,
Wolverine Human Services,"Entry level top priority, others being hired as well. 
",Hiring,2020-04-01T17:25:50.000Z,,,,,,,,,,,,,,,,
Wolverine Worldwide,"Hiring freeze + furloughs
",Hiring  freeze,2020-04-05T20:44:31.000Z,,,,,,,,,,,,,,,,
Wonder (askwonder.com),"
",Layoffs,2020-04-10T01:01:40.000Z,,,,,,,,,,,,,,,,
Wonderschool,"75% of company laid off. 
",Layoffs,2020-04-10T07:28:15.000Z,,,,,,,,,,,,,,,,
Wonolo,"Laid off 60 people last week
",Layoffs,2020-03-28T18:07:37.000Z,https://www.wonolo.com/careers,,,,,,,,,,,,,,,
Wood Environment and Infrastructure Solutions Inc,"
",Hiring  freeze,2020-04-01T17:21:09.000Z,,,,,,,,,,,,,,,,
Wood partners,"
",Hiring,2020-04-01T17:20:27.000Z,,,,,,,,,,,,,,,,
woodward,"hiring freeze except maybe production workers
",Hiring  freeze,2020-04-01T17:19:54.000Z,,,,,,,,,,,,,,,,
